Call Number,Unit ID,Incident Number,Call Type,Call Date,Watch Date,Received DtTm,Entry DtTm,Dispatch DtTm,Response DtTm,On Scene DtTm,Transport DtTm,Hospital DtTm,Call Final Disposition,Available DtTm,Address,City,Zipcode of Incident,Battalion,Station Area,Box,Original Priority,Priority,Final Priority,ALS Unit,Call Type Group,Number of Alarms,Unit Type,Unit sequence in call dispatch,Fire Prevention District,Supervisor District,Neighborhooods - Analysis Boundaries,Location,RowID
180570398,62,18024170,Medical Incident,02/26/2018,02/25/2018,02/26/2018 05:47:23 AM,02/26/2018 05:49:43 AM,02/26/2018 05:50:46 AM,02/26/2018 05:50:53 AM,02/26/2018 06:18:13 AM,02/26/2018 06:18:22 AM,02/26/2018 06:18:26 AM,Code 2 Transport,02/26/2018 06:42:32 AM,0 Block of PIERCE ST,San Francisco,94117,B05,06,3635,2,2,2,true,Non Life-threatening,1,MEDIC,2,5,8,Haight Ashbury,"(37.770287950813305, -122.43338313197403)",180570398-62
110440141,E01,11014597,Medical Incident,02/13/2011,02/13/2011,02/13/2011 10:52:25 AM,02/13/2011 10:53:40 AM,02/13/2011 10:56:15 AM,02/13/2011 10:56:24 AM,,,,Other,,MARKET ST/4TH ST,SF,94103,B03,01,1322,3,1,2,true,,1,ENGINE,1,1,6,South of Market,"(37.7857439877905, -122.405831012392)",110440141-E01
062890349,72,06081471,Medical Incident,10/16/2006,10/16/2006,10/16/2006 06:53:18 PM,10/16/2006 06:59:14 PM,10/16/2006 06:59:21 PM,10/16/2006 07:01:08 PM,10/16/2006 07:06:38 PM,10/16/2006 07:17:08 PM,,Code 2 Transport,10/16/2006 07:48:12 PM,400 Block of ELLIS ST,SF,94102,B03,03,1461,3,3,3,true,,1,MEDIC,2,2,6,Tenderloin,"(37.7846989219759, -122.413593512877)",062890349-72
050250148,M08,05006660,Medical Incident,01/25/2005,01/25/2005,01/25/2005 09:31:14 AM,01/25/2005 09:33:47 AM,01/25/2005 09:34:10 AM,01/25/2005 09:34:27 AM,01/25/2005 09:42:42 AM,01/25/2005 10:03:40 AM,01/25/2005 10:30:56 AM,Code 2 Transport,01/25/2005 10:55:45 AM,2100 Block of HYDE ST,SF,94109,B01,41,1612,3,3,3,true,,1,MEDIC,2,1,2,Russian Hill,"(37.800589159018, -122.419397480833)",050250148-M08
173200246,T03,17134329,Alarms,11/16/2017,11/15/2017,11/16/2017 03:21:56 AM,11/16/2017 03:24:27 AM,11/16/2017 03:25:03 AM,11/16/2017 03:28:18 AM,11/16/2017 03:30:19 AM,,,Fire,11/16/2017 04:07:06 AM,1100 Block of ELLIS ST,San Francisco,94109,B02,05,3322,3,3,3,false,Alarm,1,TRUCK,3,2,5,Western Addition,"(37.78324721336802, -122.42595040780877)",173200246-T03
092050171,E01,09060783,Medical Incident,07/24/2009,07/24/2009,07/24/2009 11:40:50 AM,07/24/2009 11:42:52 AM,07/24/2009 11:43:30 AM,07/24/2009 11:45:16 AM,07/24/2009 11:47:19 AM,,,Other,07/24/2009 11:47:44 AM,0 Block of 6TH ST,SF,94103,B03,01,2251,3,3,3,true,,1,ENGINE,2,3,6,South of Market,"(37.7811458612596, -122.409026046516)",092050171-E01
082580325,E01,08079218,Alarms,09/14/2008,09/14/2008,09/14/2008 07:50:25 PM,09/14/2008 07:51:43 PM,09/14/2008 07:51:53 PM,09/14/2008 07:53:13 PM,09/14/2008 07:54:31 PM,,,Other,09/14/2008 07:56:41 PM,0 Block of GEARY ST,SF,94108,B01,01,1241,3,3,3,false,,1,ENGINE,1,1,3,Financial District/South Beach,"(37.7878100642033, -122.404255609118)",082580325-E01
031000285,B10,03029040,Structure Fire,04/10/2003,04/10/2003,04/10/2003 04:18:59 PM,04/10/2003 04:19:58 PM,04/10/2003 04:20:22 PM,04/10/2003 04:21:22 PM,04/10/2003 04:22:45 PM,,,Other,04/10/2003 04:34:37 PM,100 Block of NEVADA ST,SF,94110,B10,32,5725,3,3,3,false,,1,CHIEF,1,10,9,Bernal Heights,"(37.7406119551504, -122.41122943149)",031000285-B10
021610150,E38,02047819,Medical Incident,06/10/2002,06/10/2002,06/10/2002 11:50:17 AM,06/10/2002 11:51:53 AM,06/10/2002 11:52:08 AM,06/10/2002 11:53:20 AM,06/10/2002 11:54:28 AM,,,Other,06/10/2002 12:02:18 PM,2000 Block of BUSH ST,SF,94115,B04,38,3512,3,3,3,false,,1,ENGINE,2,4,5,Pacific Heights,"(37.7873900851775, -122.4310017805)",021610150-E38
180372597,E24,18015848,Alarms,02/06/2018,02/06/2018,02/06/2018 03:27:46 PM,02/06/2018 03:28:25 PM,02/06/2018 03:28:31 PM,02/06/2018 03:30:05 PM,02/06/2018 03:31:24 PM,,,Fire,02/06/2018 03:40:49 PM,600 Block of DOUGLASS ST,San Francisco,94114,B06,24,5516,3,3,3,false,Alarm,1,ENGINE,1,6,8,Noe Valley,"(37.75383537439953, -122.43867294814498)",180372597-E24
091210405,E36,09035981,Medical Incident,05/01/2009,05/01/2009,05/01/2009 11:29:26 PM,05/01/2009 11:32:09 PM,05/01/2009 11:32:23 PM,05/01/2009 11:33:53 PM,,,,Other,05/01/2009 11:34:02 PM,1100 Block of HOWARD ST,SF,94103,B03,01,2314,3,3,3,false,,1,ENGINE,3,2,6,South of Market,"(37.7777263414712, -122.409605982336)",091210405-E36
003070096,E15,00091884,Alarms,11/02/2000,11/02/2000,11/02/2000 09:29:09 AM,11/02/2000 09:30:08 AM,11/02/2000 09:30:14 AM,11/02/2000 09:31:17 AM,11/02/2000 09:36:25 AM,,,Other,11/02/2000 09:41:24 AM,200 Block of BUCKINGHAM WAY,SF,94132,B08,19,8853,3,3,3,false,,1,ENGINE,1,8,7,Lakeshore,"(37.7259492571366, -122.478840965775)",003070096-E15
001300066,M10,00038705,Medical Incident,05/09/2000,05/09/2000,05/09/2000 09:59:26 AM,05/09/2000 10:00:54 AM,05/09/2000 10:01:37 AM,05/09/2000 10:02:42 AM,05/09/2000 10:10:08 AM,05/09/2000 10:40:08 AM,05/09/2000 11:10:49 AM,Other,05/09/2000 11:23:18 AM,500 Block of SANSOME ST,SF,94111,B01,13,1211,3,3,3,true,,1,MEDIC,2,1,3,Chinatown,"(37.795064160005, -122.401603307591)",001300066-M10
061800044,E38,06050192,Alarms,06/29/2006,06/28/2006,06/29/2006 06:49:23 AM,06/29/2006 06:51:56 AM,06/29/2006 06:52:10 AM,06/29/2006 06:53:55 AM,06/29/2006 06:55:18 AM,,,Other,06/29/2006 06:59:58 AM,2100 Block of WEBSTER ST,SF,94115,B04,38,0347,3,3,3,false,,1,ENGINE,2,4,2,Pacific Heights,"(37.7904733870686, -122.432541434801)",061800044-E38
052000017,M17,05053270,Medical Incident,07/19/2005,07/18/2005,07/19/2005 01:37:52 AM,07/19/2005 01:37:52 AM,07/19/2005 01:38:03 AM,07/19/2005 01:40:01 AM,07/19/2005 01:41:50 AM,07/19/2005 01:55:30 AM,07/19/2005 02:06:37 AM,Code 3 Transport,07/19/2005 02:18:41 AM,1500 Block of VAN DYKE AVE,SF,94124,B10,17,6536,E,E,3,true,,1,MEDIC,2,10,10,Bayview Hunters Point,"(37.7286741018806, -122.391441037603)",052000017-M17
040680113,M01,04019283,Medical Incident,03/08/2004,03/08/2004,03/08/2004 09:38:34 AM,03/08/2004 09:41:27 AM,03/08/2004 09:42:53 AM,03/08/2004 09:43:07 AM,03/08/2004 09:44:05 AM,03/08/2004 09:55:22 AM,,Other,03/08/2004 09:55:24 AM,900 Block of FOLSOM ST,SF,94107,B03,01,2244,3,3,3,true,,1,MEDIC,1,3,6,South of Market,"(37.7798137203933, -122.403860419019)",040680113-M01
082010119,E20,08061911,Medical Incident,07/19/2008,07/19/2008,07/19/2008 10:09:30 AM,07/19/2008 10:10:24 AM,07/19/2008 10:11:18 AM,07/19/2008 10:13:38 AM,07/19/2008 10:18:40 AM,,,Other,07/19/2008 10:23:15 AM,200 Block of LAGUNA HONDA BLVD,SF,94116,B02,20,8635,3,3,3,false,,1,ENGINE,1,8,7,West of Twin Peaks,"(37.7501117393668, -122.460819155469)",082010119-E20
001170001,E08,00034644,Alarms,04/26/2000,04/25/2000,04/26/2000 12:11:46 AM,04/26/2000 12:12:23 AM,04/26/2000 12:14:30 AM,04/26/2000 12:16:19 AM,04/26/2000 12:18:56 AM,,,Other,04/26/2000 12:31:36 AM,0 Block of 3RD ST,SF,94103,B03,08,2211,3,3,3,true,,1,ENGINE,1,3,6,Financial District/South Beach,"(37.7868117505944, -122.40284972021)",001170001-E08
071590374,E06,07045631,Medical Incident,06/08/2007,06/08/2007,06/08/2007 10:18:13 PM,06/08/2007 10:19:22 PM,06/08/2007 10:19:40 PM,06/08/2007 10:21:32 PM,06/08/2007 10:22:38 PM,,,Other,06/08/2007 10:27:47 PM,0 Block of CHURCH ST,SF,94114,B02,06,3525,3,3,3,false,,1,ENGINE,1,2,8,Hayes Valley,"(37.7699074186482, -122.429110885513)",071590374-E06
010960030,M07,01029211,Medical Incident,04/06/2001,04/05/2001,04/06/2001 03:34:56 AM,04/06/2001 03:35:51 AM,04/06/2001 03:39:32 AM,04/06/2001 03:40:45 AM,04/06/2001 03:44:45 AM,04/06/2001 03:53:24 AM,04/06/2001 04:03:55 AM,Other,04/06/2001 04:29:33 AM,600 Block of VALENCIA ST,SF,94110,B02,07,5247,1,1,2,true,,1,MEDIC,1,2,8,Mission,"(37.7627436601147, -122.421747650463)",010960030-M07
172050727,99,17086034,Medical Incident,07/24/2017,07/23/2017,07/24/2017 07:53:17 AM,07/24/2017 07:54:42 AM,07/24/2017 07:56:10 AM,07/24/2017 07:56:14 AM,07/24/2017 08:01:28 AM,07/24/2017 08:26:12 AM,07/24/2017 09:23:47 AM,Code 2 Transport,07/24/2017 09:41:29 AM,1500 Block of INGALLS ST,San Francisco,94124,B10,17,6572,3,3,3,true,Potentially Life-Threatening,1,MEDIC,2,10,10,Bayview Hunters Point,"(37.7294565438877, -122.383768752918)",172050727-99
090910289,T13,09026854,Alarms,04/01/2009,04/01/2009,04/01/2009 07:14:02 PM,04/01/2009 07:15:16 PM,04/01/2009 07:15:56 PM,04/01/2009 07:17:48 PM,04/01/2009 07:20:17 PM,,,Other,04/01/2009 07:25:08 PM,100 Block of KEARNY ST,SF,94104,B01,13,1242,3,3,3,false,,1,TRUCK,1,1,3,Financial District/South Beach,"(37.7891367799941, -122.40363527458)",090910289-T13
042970288,E28,04082303,Medical Incident,10/23/2004,10/23/2004,10/23/2004 08:08:32 PM,10/23/2004 08:08:53 PM,10/23/2004 08:09:14 PM,,10/23/2004 08:10:08 PM,,,Other,10/23/2004 08:41:20 PM,1500 Block of MONTGOMERY ST,SF,94111,B01,A1,1225,E,E,3,true,,1,ENGINE,1,1,3,North Beach,"(37.8033486005585, -122.404958650379)",042970288-E28
082840264,E14,08087204,Medical Incident,10/10/2008,10/10/2008,10/10/2008 04:32:44 PM,10/10/2008 04:35:14 PM,10/10/2008 04:35:43 PM,10/10/2008 04:36:43 PM,10/10/2008 04:39:56 PM,,,Other,10/10/2008 05:11:57 PM,2300 Block of CABRILLO ST,SF,94121,B07,14,7177,2,2,2,true,,1,ENGINE,1,7,1,Outer Richmond,"(37.7745159616355, -122.483794291454)",082840264-E14
023480250,E15,02103343,Structure Fire,12/14/2002,12/14/2002,12/14/2002 12:43:03 PM,12/14/2002 12:43:48 PM,12/14/2002 12:57:34 PM,,,,,Other,12/14/2002 02:34:56 PM,300 Block of PRAGUE ST,SF,94112,B09,43,6162,3,3,3,true,,1,ENGINE,12,9,11,Excelsior,"(37.7168247516997, -122.428872435285)",023480250-E15
050500258,RC3,05013600,Medical Incident,02/19/2005,02/19/2005,02/19/2005 05:39:53 PM,02/19/2005 05:40:19 PM,02/19/2005 05:40:26 PM,02/19/2005 05:40:34 PM,,,,Other,02/19/2005 05:45:15 PM,200 Block of FOOTE AVE,SF,94112,B09,33,8345,E,E,3,true,,1,RESCUE CAPTAIN,3,9,11,Outer Mission,"(37.7144128754328, -122.447072323999)",050500258-RC3
173531429,T06,17147941,Alarms,12/19/2017,12/19/2017,12/19/2017 11:25:55 AM,12/19/2017 11:27:19 AM,12/19/2017 11:27:54 AM,12/19/2017 11:28:26 AM,12/19/2017 11:32:27 AM,,,Fire,12/19/2017 11:40:36 AM,0 Block of 12TH ST,San Francisco,94103,B02,36,3212,3,3,3,false,Alarm,1,TRUCK,1,2,6,Mission,"(37.774094856688166, -122.42000143696421)",173531429-T06
161541043,AM02,16060572,Medical Incident,06/02/2016,06/02/2016,06/02/2016 09:24:31 AM,06/02/2016 09:25:04 AM,06/02/2016 09:25:09 AM,06/02/2016 09:26:05 AM,06/02/2016 09:30:39 AM,06/02/2016 10:00:14 AM,06/02/2016 10:13:11 AM,Code 2 Transport,06/02/2016 10:40:22 AM,0 Block of 6TH ST,San Francisco,94103,B03,01,2251,2,2,2,false,Non Life-threatening,1,PRIVATE,1,3,6,South of Market,"(37.7811458612596, -122.409026046516)",161541043-AM02
052420416,E10,05064649,Alarms,08/30/2005,08/30/2005,08/30/2005 09:43:45 PM,08/30/2005 09:45:12 PM,08/30/2005 09:45:22 PM,08/30/2005 09:47:34 PM,08/30/2005 09:48:25 PM,,,Other,08/30/2005 10:35:59 PM,3400 Block of WASHINGTON ST,SF,94118,B04,10,4423,3,3,3,true,,1,ENGINE,1,4,2,Presidio Heights,"(37.7896763783158, -122.449844366346)",052420416-E10
032500281,M12,03071631,Traffic Collision,09/07/2003,09/07/2003,09/07/2003 07:15:03 PM,09/07/2003 07:15:07 PM,09/07/2003 07:15:29 PM,09/07/2003 07:17:26 PM,09/07/2003 07:21:02 PM,,,Other,09/07/2003 07:21:12 PM,19TH AV/JUDAH ST,SF,94122,B08,22,7423,3,3,3,false,,1,MEDIC,6,8,4,Sunset/Parkside,"(37.7616993757061, -122.477010885827)",032500281-M12
020960456,E03,02028867,Medical Incident,04/06/2002,04/06/2002,04/06/2002 11:29:54 PM,04/06/2002 11:30:20 PM,04/06/2002 11:30:38 PM,04/06/2002 11:32:12 PM,,,,Other,04/06/2002 11:32:40 PM,0 Block of GROVE ST,SF,94102,B02,36,0381,3,3,3,false,,1,ENGINE,3,2,6,Tenderloin,"(37.778539623098, -122.417393041314)",020960456-E03
160112985,RC1,16004528,Medical Incident,01/11/2016,01/11/2016,01/11/2016 07:05:01 PM,01/11/2016 07:05:49 PM,01/11/2016 07:06:46 PM,,,,,Medical Examiner,01/11/2016 07:07:46 PM,300 Block of DUNCAN ST,San Francisco,94131,B06,11,5562,E,E,3,true,Potentially Life-Threatening,1,RESCUE CAPTAIN,4,6,8,Noe Valley,"(37.7460841691034, -122.428009132337)",160112985-RC1
142502269,89,14087242,Medical Incident,09/07/2014,09/07/2014,09/07/2014 03:45:53 PM,09/07/2014 03:50:52 PM,09/07/2014 03:51:18 PM,09/07/2014 03:52:03 PM,09/07/2014 03:55:55 PM,09/07/2014 04:33:38 PM,09/07/2014 04:41:17 PM,Code 3 Transport,09/07/2014 05:27:14 PM,300 Block of LAGUNA HONDA BLVD,San Francisco,94131,B08,20,8637,3,3,3,true,Potentially Life-Threatening,1,MEDIC,2,8,7,Twin Peaks,"(37.7481725477363, -122.458695033962)",142502269-89
172051183,B04,17086071,Alarms,07/24/2017,07/24/2017,07/24/2017 09:52:06 AM,07/24/2017 09:54:01 AM,07/24/2017 09:54:09 AM,07/24/2017 09:56:04 AM,07/24/2017 10:00:27 AM,,,Fire,07/24/2017 10:05:26 AM,1100 Block of CALIFORNIA ST,San Francisco,94108,B01,41,1445,3,3,3,false,Alarm,1,CHIEF,3,1,3,Nob Hill,"(37.7915760061861, -122.413295108865)",172051183-B04
172920529,60,17122716,Medical Incident,10/19/2017,10/18/2017,10/19/2017 07:01:02 AM,10/19/2017 07:04:23 AM,10/19/2017 07:06:54 AM,10/19/2017 07:07:05 AM,10/19/2017 07:18:38 AM,10/19/2017 07:46:20 AM,10/19/2017 08:04:47 AM,Code 2 Transport,10/19/2017 08:33:43 AM,200 Block of GOLDEN GATE AVE,San Francisco,94102,B02,03,1546,2,2,2,true,Non Life-threatening,1,MEDIC,1,2,6,Tenderloin,"(37.78186544733037, -122.41428534642068)",172920529-60
030820360,E15,03023976,Medical Incident,03/23/2003,03/23/2003,03/23/2003 09:41:01 PM,03/23/2003 09:41:30 PM,03/23/2003 09:41:56 PM,03/23/2003 09:42:53 PM,03/23/2003 09:44:58 PM,,,Other,,400 Block of SAN MIGUEL ST,SF,94112,B09,15,8321,3,3,3,true,,1,ENGINE,1,9,11,Oceanview/Merced/Ingleside,"(37.7183855152802, -122.449426527371)",030820360-E15
171710344,E06,17072051,Medical Incident,06/20/2017,06/19/2017,06/20/2017 04:00:02 AM,06/20/2017 04:01:41 AM,06/20/2017 04:04:17 AM,06/20/2017 04:06:21 AM,06/20/2017 04:11:44 AM,,,Code 2 Transport,06/20/2017 04:19:31 AM,0 Block of LAGUNA ST,San Francisco,94102,B02,06,3416,2,2,2,false,Potentially Life-Threatening,1,ENGINE,2,2,8,Hayes Valley,"(37.7713406311126, -122.42516067223)",171710344-E06
012010232,M09,01062340,Medical Incident,07/20/2001,07/20/2001,07/20/2001 03:08:14 PM,07/20/2001 03:08:41 PM,07/20/2001 03:09:19 PM,07/20/2001 03:10:31 PM,07/20/2001 03:14:31 PM,07/20/2001 03:26:30 PM,,Other,07/20/2001 03:26:47 PM,ALABAMA ST/CESAR CHAVEZ ST,SF,94110,B06,09,5622,1,1,2,true,,1,MEDIC,1,6,9,Bernal Heights,"(37.7483167190892, -122.410546068765)",012010232-M09
033550330,M05,03101919,Medical Incident,12/21/2003,12/21/2003,12/21/2003 05:57:41 PM,12/21/2003 05:59:16 PM,12/21/2003 06:00:43 PM,12/21/2003 06:01:14 PM,12/21/2003 06:06:06 PM,,,Other,12/21/2003 06:26:51 PM,300 Block of VAN NESS AVE,SF,94102,B02,36,3165,3,3,3,true,,1,MEDIC,1,2,5,Hayes Valley,"(37.7791421967394, -122.420215389829)",033550330-M05
152603599,57,15099534,Medical Incident,09/17/2015,09/17/2015,09/17/2015 08:21:15 PM,09/17/2015 08:21:59 PM,09/17/2015 08:22:13 PM,09/17/2015 08:22:24 PM,09/17/2015 08:27:00 PM,,,Patient Declined Transport,09/17/2015 09:13:11 PM,1000 Block of POLK ST,San Francisco,94109,B04,03,3121,3,3,3,true,Potentially Life-Threatening,1,MEDIC,2,4,6,Tenderloin,"(37.7861172118379, -122.419854245692)",152603599-57
103240196,84,10103837,Medical Incident,11/20/2010,11/20/2010,11/20/2010 02:07:52 PM,11/20/2010 02:08:44 PM,11/20/2010 02:09:11 PM,11/20/2010 02:09:27 PM,11/20/2010 02:14:57 PM,11/20/2010 02:36:48 PM,11/20/2010 02:44:57 PM,Code 2 Transport,11/20/2010 03:06:10 PM,1200 Block of GOLDEN GATE AVE,SF,94115,B05,05,3516,3,3,3,true,,1,MEDIC,2,5,5,Western Addition,"(37.7796192389758, -122.431081568438)",103240196-84
053220337,T12,05087089,Structure Fire,11/18/2005,11/18/2005,11/18/2005 08:19:08 PM,11/18/2005 08:19:41 PM,11/18/2005 08:20:06 PM,11/18/2005 08:21:14 PM,11/18/2005 08:26:09 PM,,,Other,11/18/2005 08:39:51 PM,1500 Block of SHRADER ST,SF,94117,B05,12,5257,3,3,3,false,,1,TRUCK,4,5,5,Inner Sunset,"(37.7600409603507, -122.450121767237)",053220337-T12
141732666,89,14059782,Medical Incident,06/22/2014,06/22/2014,06/22/2014 06:57:27 PM,06/22/2014 06:57:45 PM,06/22/2014 06:59:54 PM,06/22/2014 07:00:04 PM,06/22/2014 07:03:53 PM,,,Patient Declined Transport,06/22/2014 07:36:07 PM,400 Block of VALENCIA ST,San Francisco,94103,B02,06,5226,3,3,3,true,Potentially Life-Threatening,1,MEDIC,2,2,8,Mission,"(37.7661259454801, -122.42207304894)",141732666-89
033510345,M12,03100693,Medical Incident,12/17/2003,12/17/2003,12/17/2003 08:11:02 PM,12/17/2003 08:11:02 PM,12/17/2003 08:13:05 PM,12/17/2003 08:14:37 PM,,,,Other,12/17/2003 08:16:20 PM,PANORAMA DR/TWIN PEAKS BL,SF,94131,B08,20,5355,3,3,3,true,,1,MEDIC,2,6,7,Twin Peaks,"(37.7466604040073, -122.449446556928)",033510345-M12
032770324,M36,03079662,Medical Incident,10/04/2003,10/04/2003,10/04/2003 09:04:16 PM,10/04/2003 09:06:49 PM,10/04/2003 09:07:25 PM,10/04/2003 09:08:35 PM,10/04/2003 09:12:37 PM,10/04/2003 09:24:47 PM,10/04/2003 09:40:47 PM,Other,10/04/2003 09:47:07 PM,GROVE ST/LARKIN ST,SF,94102,B02,36,1552,1,1,2,true,,1,MEDIC,1,2,6,Tenderloin,"(37.7786578549412, -122.416580344698)",032770324-M36
091270043,82,09037511,Medical Incident,05/07/2009,05/06/2009,05/07/2009 06:11:49 AM,05/07/2009 06:13:14 AM,05/07/2009 06:13:35 AM,05/07/2009 06:13:44 AM,05/07/2009 06:18:41 AM,05/07/2009 06:44:20 AM,05/07/2009 07:00:16 AM,Code 2 Transport,05/07/2009 07:23:59 AM,100 Block of CENTRAL AVE,SF,94117,B05,21,4355,3,3,3,true,,1,MEDIC,2,5,5,Haight Ashbury,"(37.7709008861602, -122.443674283595)",091270043-82
052460251,RC4,05065657,Medical Incident,09/03/2005,09/03/2005,09/03/2005 03:24:00 PM,09/03/2005 03:25:13 PM,09/03/2005 03:25:32 PM,09/03/2005 03:26:02 PM,09/03/2005 03:34:36 PM,,,Other,09/03/2005 05:25:22 PM,200 Block of DALEWOOD WAY,SF,94127,B09,39,8257,E,E,3,true,,1,RESCUE CAPTAIN,4,9,7,West of Twin Peaks,"(37.7378822526169, -122.456603666187)",052460251-RC4
071100102,M29,07031583,Medical Incident,04/20/2007,04/20/2007,04/20/2007 09:44:27 AM,04/20/2007 09:46:43 AM,04/20/2007 09:46:57 AM,04/20/2007 09:47:51 AM,,,,Other,,0 Block of LECH WALESA ST,SF,94102,B02,36,0381,3,3,3,true,,1,MEDIC,3,2,6,Tenderloin,"(37.7778161781134, -122.418914126297)",071100102-M29
